recipe_id,Recipe Name,Prep Time,Cook Time,Meal Types,Dietary Types,Calories,Fat,Carbohydrate,Protein,Ingredients,steps,Serving Size
859,"Peanut Butter, Cranberry, and Walnut Apple Slices",10,0,['Snacks'],"['Vegan-friendly', 'Vegetarian']",137,9,13,3,"['1/3 cup sour cream', '3 tbsp reduced-fat tub-style cream cheese', '3/4 tsp hot pepper sauce', '1/4 tsp salt', '48 baby carrots']","['Stir the sour cream, cream cheese, pepper sauce and salt together until well blended.', 'Let stand at least 10 minutes to develop flavors and mellow slightly. Serve with carrots']",4
860,Baby Carrots and Spicy Cream Dip,10,20,"['Appetizers', 'Snacks']",['Vegetarian'],70,2,10,3,"['1 lbs lean ground turkey or chicken', '1/3 cup quinoa', '3 green onion', '1/2 cup kale', '2 tbsp Extra Virgin Olive Oil', '1/2 tsp cumin', '1 tsp dried oregano', '1 tsp chili powder', '1 chipotle chili in adobo']","['In a large bowl, combine all ingredients and whisk well to distribute. Shape into 6 patties.', 'First heat grill to medium high and place burgers on grill grate. Cook under direct heat with the grill closed for 5-6 minutes per side until cooked through to doneness.']",4
861,Aztec Turkey Quinoa Burgers,0,0,"['Lunch', 'Dinner']","['Low-Sodium', 'Low-Carb']",172,11,4,16,"['1 tbsp olive oil', '1 cup onion', '1/2 cup green pepper', '1/2 cup red pepper', '1 jalapenoseno pepper', '2 clove garlic', '1 tsp chili powder', '1/2 tsp dried oregano', '1/2 tsp ground cumin', '1 black beans with liquids', '1 1/2 cup bread crumbs', '1/2 cup cornmeal, yellow or white', '1 tbsp lime juice', '3/4 tsp salt', '1/4 cup cheddar or Jack cheese', '2 tbsp cilantro']","['In a large nonstick wok heat olive oil and saute onions, peppers, garlic, and spices. Saute for 3 minutes, or until vegetables are tender.', 'put black beans with liquid and saute with vegetables for 1 minute. Remove from heat. put breadcrumbs, cornmeal, lime juice, and salt. Remove 1 cup of bean mixture and puree in a blender or food processor until a coarse puree is formed. Fold the puree back into the bean mixture. put the cheddar cheese and cilantro, combine well. mixture should resemble a coarse paste and be stiff enough to hold up in a scoop or spoon.', 'With an ice cream scoop or spoon, form 3-4 ounce portions. Sprinkle a plate with cornmeal and place scooped black bean portions on plate. Lightly dust black bean mixture with cornmeal and press down gently, forming a patty.', 'First heat oven to 375F. Spray a large nonstick wok with vegetable oil. Brown patty cakes for 2 minutes on each side. If wok is ovenproof, transfer to oven and bake for 15 minutes or until heated through. Or transfer patty cakes to a cookie sheet wok and bake.']",6
862,Black Bean Patties with Cilantro and Lime,0,0,"['Lunch', 'Dinner']",['Vegetarian'],162,3,28,6,"['1 cup packed parsley leaves', '1/4 cup packed mint leaves', '1 small head cauliflower', '2 roma', '2 tbsp olive oil', '3 tbsp lemon juice', '1/4 tsp salt', '1/4 tsp black pepper']","['Mince the parsley and mint leaves or grind in a food processor and put to a large bowl.', 'Grate the cauliflower using a box grater and stir together with the parsley and mint.', 'put the diced tomato and stir it into the salad.', 'Drizzle the salad with the olive oil and lemon juice, and sprinkle with the salt optional and black pepper. Stir to coat.', 'Cover and let the tabbouleh marinate for 30 minutes before serving.']",6
863,Cauliflower Tabbouleh,20,0,['Sides'],"['Low-Sodium', 'Vegetarian', 'Low-Carb', 'Gluten-Free']",67,5,6,2,"['2 tbsp olive oil', '3 oz wokcetta', '1 medium onion', '1 small cauliflower', '1 Kosher salt and freshly ground black pepper to taste', '1 bay leaves', '2 tbsp water', '1 tbsp fresh lemon juice']","['Heat 1 Tbsp. of the olive oil in a large heavy skillet over medium heat. put the wokcetta and cook until it is crisp. Remove the wokcetta with a slotted spoon. Set aside. put in the onions, and turn the heat to medium low. Saute the onions for about 8 minutes. put in the cauliflower, salt, pepper, and bay leaf.', 'put in the water, cover and raise the heat to medium. Cook for about 10 to 15 minutes, stirring occasionally until the cauliflower is tender and lightly browned. Remove and discard the bay leaf. put the cauliflower to a serving bowl. whisk together the remaining olive oil and lemon juice, and put to the cauliflower, whisking well. Top with the crisp wokcetta.']",4
864,Cauliflower with wokcetta and Onions,10,40,['Sides'],"['Low-Sodium', 'Low-Carb']",52,4.5,2,2,"['1 tbsp grated Parmesan cheese', '6 about 8 oz extra-large white mushrooms', '1 nonstick cooking spray', '2 tbsp gluten-free bread crumbs', '2 oz lean turkey breakfast sausage', '1/4 small green pepper', '1/4 small onion', '1 tbsp reduced-fat, shredded mozzarella cheese', '2 tsp olive oil', '2 tsp balsamic vinegar']","['First heat the oven to 325F 162C. Coat a square baking wok with cooking spray.', 'Remove the stems from the mushroom and chop them finely. Reserve the stems.', 'Place the mushroom caps in a bowl and whisk them with 1 tbsp. olive oil and balsamic vinegar. Reserve the tapas.', 'Heat the cup. Leave olive oil in a medium skillet over medium heat. put the onion, green pepper, and mushroom stalks and sautÈ for 3 minutes and sautÈ. put the sausage and cook for another 8 to 10 minutes, stirring frequently, until the sausage is golden brown.', 'put the breadcrumbs, stirring to combine evenly with all the other ingredients. Stir in the mozzarella cheese and melt.', 'Remove the saucewok from the heat and stir in the Parmesan cheese.']",6
865,Championes rellenos,20,0,"['Appetizers', 'Snacks']","['Low-Sodium', 'Low-Carb', 'Gluten-Free']",47,3,3,0,"['1 orange', '1 lemon', '1 lime', '4 clove garlic', '1 tbsp fresh tarragon', '1/4 cup soy sauce', '1/4 cup canola or vegetable oil', '1/2 tsp salt', '1/4 tsp black pepper', '1 lbs chicken breasts', '1 green bell pepper', '1 red bell pepper', '1 white onion', '12 cherry tomatoes', '12 small button mushrooms', '1 zucchini or yellow summer squash', '12 baby golden potatoes', '1 ears corn', '1/4 cup olive oil', '2 tbsp balsamic vinegar']","['If using bamboo skewers, soak them in water for 1 hour to keep from burning.', 'whisk together orange, lemon, lime zest and juice, minced garlic, tarragon, soy sauce, oil, salt, and pepper.', 'Toss the chicken in the mixture until evenly coated. Cover and marinate in refrigerator for 2 hours.', 'Cut bell pepper and onion into bite-sized pieces.', 'whisk together oil and balsamic vinegar.', 'Assemble kabobs: divide chicken evenly between 12 kabobs. On each skewer, put 1-2 pieces bell pepper, 1-2 pieces onion, 1 cherry tomato, 1 mushroom, 1 slice zucchini, 1 baby potato, one round of corn and some pieces of chicken.', 'Baste kabobs with balsamic vinaigrette.', 'Grill kabobs directly over heat for about 10 to 15 minutes, turning 1/4 rotation every 2 to 3 minutes, or until the chicken is cooked through.']",10
866,Citrus-Tarragon Chicken Kabobs,120,25,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",337,18,19,27,"['1 clove garlic', '1 onion', '1/4 cup finely chopped sweet or hot red pepper', '1 tbsp plus 1/2 cup chopped fresh cilantro', '2 cup clam juice', '4 cup water', '1 lbs cassava', '1 tbsp skim milk', '2 med potatoes', '2 med carrots', '1/2 ripe plantain', '1/2 lbs firm-fleshed white fish', '1 tbsp olive oil', '1/2 lbs fillet of sole', '1/2 tsp lime juice', '1/2 cup fresh or frozen peas', '1/2 cup finely chopped cabbage']","['Heat oil in large stockpot and saute 1/2 of the onion, garlic, pepper, and 1 Tbsp cilantro for 3-4 minutes. put clam juice and water and bring to a boil.', 'put cassava and milk, cover, and simmer for 20 minutes.', 'put potatoes, carrots, plantain, fish, and lime juice and simmer for 15 minutes. put peas and cabbage and simmer 5 minutes.', 'Combine the other half of the onion and 1/2 cup cilantro in small bowl. Garnish each soup serving with 1 Tbsp mixture.']",6
867,Coastal Sancocho,20,60,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",202,3,31,14,"['10 oz black beans', '4 cup water', '1/2 cup uncooked brown rice', '1 tsp sea salt', '1 1/2 tsp avocado oil', '1 tsp garlic powder', '1 cup green pepper', '1/2 cup red pepper', '1 cup Swokish onion', '2 tbsp garlic', '1 1/2 tbsp dried oregano', '1 1/2 tsp ground cumin', '3 bay leaves']","['Into a stovetop pressure cooker, put rinsed beans and 3 cups water, and cover. Place pressure cooker on stove and set on high heat. Once the beans start boiling, lower heat to medium and cook beans until they are tender, about 45 minutes. Make sure beans submerged in water while they cook put more water if needed.', 'Once beans are tender, put rice, 1 cup water, salt and 1/2 Tsp. avocado oil. Stir well and put the remaining ingredients. Stir once more with spoon, and make sure to put a little hip into it.', 'Make sure there is about 3/4 inch of water above the beans. Cover the mixture, and put heat on medium-low. Cook for 15 minutes, or until rice is tender. Once the congr ≠ is done, fluff with a fork and serve. Enjoy!']",12
868,Congr≠ Light Cuban Black Beans and Rice,20,70,"['Lunch', 'Dinner', 'Sides']","['Vegan-friendly', 'Vegetarian']",157,2,29,7,"['4 oz whole wheat penne pasta', '1 tbsp olive oil', '1 medium onion', '1 medium green bell pepper', '2 clove medium garlic', '4 medium tomatoes', '1 cup frozen cut okra', '1/2 15-oz can about 3/4 cup no-salt-puted kidney beans', '3 bay leaves', '1 tsp dried oregano', '1/2 tsp dried thyme', '1 tsp crushed red pepper flakes', '1/4 cup fresh parsley', '1/2 tsp salt', '2 oz mozzarella cheese', '2 tbsp Parmesan cheese']","['Prepare the pasta using the package directions, omitting the salt. Drain well in a colander. Set aside.', 'Meanwhile, in a large nonstick skillet, heat 1 teaspoon oil over medium-high heat, swirling to coat the bottom. Cook the onion and bell pepper for 3-4 minutes, or until soft, stirring frequently. Stir in the garlic. Cook for 10 seconds, stirring constantly. Stir in the tomatoes, okra, beans, bay leaves, oregano, thyme, and red pepper flakes. Bring to a simmer. Reduce the heat and simmer, covered, for 20 minutes, or until the okra is tender. Remove from the heat. Discard the bay leaves.', 'Stir the parsley, salt, and the remaining 2 teaspoons oil into the ratatouille. Serve over the pasta. Sprinkle with the mozzarella and Parmesan.']",6
869,Creole Red Bean Ratatouille,0,0,"['Lunch', 'Dinner', 'Snacks', 'Appetizers']",['Vegetarian'],277,7,41,15,"['1 clove garlic', '1/3 cup finely diced or sliced red onion', '1 avocado', '1/2 cup blueberries', '1 cup diced or sliced strawberries', '10 oz fresh baby spinach', '1/2 large lime', '1 tsp honey', '2 tbsp olive oil', '2 tbsp white balsamic or champagne vinegar', '1/4 tsp black pepper']","['Place the spinach, strawberries, blueberries, avocado and onion in a large salad bowl.', 'In a small bowl, whisk together the olive oil, vinegar, honey, lime juice, garlic and black pepper.', 'Pour the dressing over the salad and toss to coat it evenly.']",12
870,"Spinach, avocado and summer berry salad
",20,0,"['Lunch', 'Dinner', 'Sides']","['Vegan-friendly', 'Vegetarian', 'Gluten-Free', 'Low-Carb', 'Low-Sodium']",87,6,9,0,"['1 onion', '2 tbsp tomato paste', '1 cup beef broth', '1/4 tsp ground cinnamon', '1 tsp seasoning', '1 tbsp olive oil', '16 oz pork shoulder', '1/2 tsp black pepper', '1 small sugar/pie pumpkin', '3 carrot', '4 celery stalks', '4 clove garlic', '4 sprig fresh thyme', '1 bay leaves', '1 can black beans']","['Season the diced pork with the pepper and unsalted seasoning.', 'A put the oil to a casserole dish over high heat and brown the pork, cooking for about 8 minutes. If you are using a small casserole dish, brown the pork in batches to ensure even browning.', 'Remove the meat from the casserole and set aside. put the tomato paste, beef broth, and cinnamon to the casserole and whisk to incorporate the browned bites into the bottom of the casserole. Remove casserole from heat.', 'put browned meat, liquid, and remaining ingredients to slow cooker and stir to combine.', 'cook on high for 3 hours, 40 minutes or on low for 7 hours, 40 minutes. Stir in the beans and cook for 20 minutes. Remove the bay leaf before serving.']",8
871,"Pork and Pumpkin Stew in the Slow Cooker
",20,250,['Dinner'],"['Low-Carb', 'Low-Sodium']",147,4,15,0,"['1 oz crumbled goat cheese', '1/4 cup nonfat, plain Greek yogurt', '2 tbsp freshly squeezed orange or clementine juice', '12 mini phyllo dough shells', '4 leaves fresh mint', '12 walnut halves', '4 large fresh figs']","['In a small whisking bowl, combine goat cheese, yogurt, and orange juice together.', 'Fill each phyllo shell with 1 tbsp of cheese mixture. Top each with 1 piece of mint leaf, a walnut half, and a fig piece. Keep refrigerated until ready to serve.']",10
872,Fig and Walnut Yogurt Tarts,20,0,"['Appetizers', 'Snacks', 'Desserts']","['Low-Sodium', 'Vegetarian']",127,7,14,4,"['1 lbs thick white fillet of fish', '3/4 tsp fine sea salt', '1/4 tsp ground black pepper', '1 tsp Extra Virgin Olive Oil', '2 shallots', '1 clove garlic', '4 small zucchini', '3/4 cup dry white wine or chicken or fish stock', '4 very ripe plum tomatoes', '1/2 cup fresh basil']","['Heat saute wok and lightly film with olive oil. Saute shallot and garlic until shallot starts to become translucent. put zucchini and saute 1-2 minutes. Remove from wok.', 'put fish and saute until golden on each side. put white wine or stock to deglaze wok. put chopped tomatoes and fresh basil. Heat thoroughly.', 'Serve with a pasta, rice, couscous, or crusty whole-grain Italian bread.']",4
873,"Fillet with Shallot, Zucchini & Tomato",0,0,"['Lunch', 'Dinner']",['Low-Carb'],192,4.5,10,26,"['80 tortilla chips', '1 cup canned black beans', '2 large tomatoes', '1/4 cup finely diced onion', '1 clove garlic', '1 Juice of 1 small lime', '1/4 cup finely chopped fresh cilantro']","['In a medium bowl, whisk together all ingredients except chips.', 'Serve salsa in a bowl with chips on the side.']",8
874,Fresh Black Bean Salsa,10,0,"['Appetizers', 'Snacks']","['Low-Sodium', 'Vegetarian', 'Gluten-Free']",157,6,22,4,"['12 leaves bibb or boston lettuce', '1 lbs extra firm tofu', '1 large carrot', '1/2 English or hothouse cucumber', '2 cup mung bean or clover sprouts', '24 leaves fresh mint']","['Fill a flat round cake wok with water. Place a clean, smooth not fuzzy kitchen towel on your work surface. Arrange the lettuce, tofu, carrots, cucumber, sprouts, and mint into individual piles on a plate.', 'Put 1 rice paper in the water. Soak until pliable. Place the rice paper on top of the kitchen towel. Blot dry. The paper should be sticky, not slippery. Stack the ingredients as follows, one on top of the other on the side of the paper closest to you: 1 lettuce leaf, 1 piece of tofu, some carrot, cucumber, sprouts, and 2 mint leaves, one beside the other.', 'Fold the side of the paper that is farthest from you over the filling tightly. Be careful not to tear it. Fold in the sides, and roll all the way to the end. Repeat this step with the remaining ingredients.']",8
875,Fresh Vegetable Summer Rolls,30,0,"['Appetizers', 'Lunch', 'Dinner']","['Vegan-friendly', 'Vegetarian', 'Gluten-Free']",82,2,13,5,"['1 1/2 cup egg substitute', '1 cup sweet onion', '4 oz deli ham', '1/2 cup cheddar cheese']","['Place a medium nonstick skillet over medium high heat until hot. Coat the wok with nonstick cooking spray, put the ham, and cook until it begins to brown slightly, about 2-3 minutes, stirring frequently. Remove from wok and set aside on a separate plate.', 'Reduce heat to medium, coat wok with nonstick cooking spray, put onions, and cook for 4 minutes or until beginning to turn golden brown, stirring frequently.', 'Reduce heat to medium low, put ham to onions, and cook for 1 minute this allows flavors to blend and wok to cool slightly before the onions are cooked. eggs are aadidos. Pour the egg substitute evenly over everything, cover and cook for 8 minutes or until puffed and done.', 'Remove the wok from the heat, sprinkle the cheese evenly over everything, cover and let sit for 3 minutes to melt the cheese and develop flavors.']",6
876,Frittata de Cebolla dulce con Jamn,20,18,"['Lunch', 'Breakfast']","['Vegetarian', 'Low-Carb']",107,2,6,0,"['4 small whole wheat pita', '1 cup jarred low-sodium pizza sauce', '1/4 cup reduced-fat Italian shredded cheese', '1/4 cup Kalamata olives', '1/4 cup roasted red peppers', '1/4 cup marinated artichoke hearts', '1 shallots', '2 oz reduced-fat feta cheese', '1/2 cup fresh basil']","['First heat the oven to 400 degrees F.', 'Top pita bread with sauce, olives, peppers, artichokes, shallot, and Italian cheese.', 'Bake in the oven until the cheese melts and the pita is crispy, 7-8 minutes.', 'Remove from the oven and top with feta and fresh basil.']",4
877,Greek Vegetable Pita Pizzas,0,0,"['Lunch', 'Dinner']",['Vegetarian'],247,9,32,14,"['1 tbsp cilantro', '1/2 Hass avocado', '1/8 tsp sea salt', '1/4 tsp white or black pepper', '3 tbsp pepper Jack', '8 egg whites', '1/4 cup tomatillo sauce', '1 small jalapenoseno pepper', '1/4 cup plain fat-free Greek yogurt or organic low-fat sour cream', '4 corn tortillas']","First heat the oven to 475F 230C. Lightly coat both sides of the corn tortillas with natural butter-flavored cooking spray and place them on a baking sheet. Bake 4 minutes per side or until crisp and lightly browned. Remove them from the oven and let them cool on the tray.', 'Meanwhile, place a large non-stick frying wok over medium heat. put the egg whites and blend for 5 minutes or until done. Immediately stir in the salt, pepper, and cheese.', 'Place a tablespoon of cheesy egg whites on top of each crispy tortilla. Top each with avocado, tomatillo salsa, yogurt, jalapenoseno, and cilantro.']",8
878,Huevos Rancheros Blancos,0,25,"['Lunch', 'Breakfast', 'Dinner']",['Vegetarian'],297,10,30,0,"['1 tbsp olive oil', '1 tbsp red wine vinegar', '1 1/2 tsp salt-free lemon pepper', '1 1/4 tsp garlic powder', '1 lbs asparagus spears', '1 1/2 tbsp chili powder', '1/8 tsp cayenne pepper', '1/8 tsp salt', '4 4-oz fillets tilapia', '1 medium lemon']","['Lightly spray the grill rack with cooking spray. First heat the grill on medium high.', 'Meanwhile, in a small bowl, whisk together the oil, vinegar, 1/2 teaspoon lemon pepper, and 1/2 teaspoon garlic powder. Pour into a large shallow casserole dish. put the asparagus, turning several times to coat.', 'In a small bowl, stir together the chili powder, cayenne, salt, and the remaining 1 teaspoon lemon pepper and 3/4 teaspoon garlic powder. Sprinkle over both sides of the fish. Using your fingertips, gently press the mixture so it adheres to the fish. Lightly spray both sides of the fish with cooking spray.', 'Drain the asparagus, discarding the marinade.', 'Place the fish and asparagus lengthwise so they are perpendicular to the grates of the grill. For the fish, you can also use a grill basket lightly sprayed with cooking spray. Grill the fish for 3 minutes on each side, or until it flakes easily when tested with a fork. Grill the asparagus for 4-5 minutes, or until tender, turning frequently. Transfer both to a platter. Serve with the lemon wedges.']",12
879,Lemony Tilapia And Asparagus Grill,0,16,"['Dinner', 'Sides']",['Low-Carb'],177,6,9,26,"['1 nonstick olive oil spray', '2 approx. 1 lb total very ripe bananas']","['Heat the oven to 400degreesF 204C. Line a small baking sheet with aluminum foil. Spray oil on the foil.', 'Place the banana slices in a single layer in the roasting wok and spray them with cooking spray. Bake until softened, about 12 minutes.', 'Flip the slices, put cooking spray and bake until the plantains are soft, about 6 minutes more.']",4
880,Maduros al Horno,0,28,"['Lunch', 'Dinner', 'Sides']","['Low-Sodium', 'Vegan-friendly', 'Vegetarian', 'Gluten-Free']",57,0,15,0,"['2 whole or 1 small can mandarin oranges', '1 tsp or 1/4 tsp ground ginger grated fresh ginger', '1 tbsp Apple Cider Vinegar', '2 tsp toasted sesame oil', '2 cup baby spinach or other salad greens', '3 oz about 1/2 cup cooked protein of choice', '2 tbsp roasted, salted peanuts']","['Place half the orange pieces into a blender with the ginger, vinegar, and oil set the other orange pieces aside for later. Cover and puree.', 'Arrange the spinach, protein, and reserved orange pieces in a bowl. Drizzle with the orange-sesame dressing. Sprinkle with peanuts. Serve.']",4
881,"Mandarin, Greens, and Protein Bowl",20,0,"['Lunch', 'Dinner']","['Low-Carb', 'Low-Sodium']",387,19,31,29,"['1 red bell pepper', '2 slice Swiss cheese', '1 tsp salt-free seasoning', '1 small zucchini', '2 medium sweet potatoes', '1 nonstick cooking spray']","['First heat the oven to 450 degrees F. Coat a baking sheet with cooking spray and set it aside.', 'Slice one round edge of the sweet potato thinly lengthwise. Slice the other round edge of the sweet potato thinly lengthwise. Discard those slices.', 'Slice the sweet potato down the middle lengthwise and peel. Repeat for other sweet potato. You will end up with four 1-inch-thick lengthwise slices of sweet potato.', 'Place on the prepared baking sheet and spray the tops of the sweet potatoes with cooking spray. Bake the sweet potatoes for 10 minutes, then reduce the heat to 350 degrees F.', 'Flip the sweet potatoes and then lay equal amounts of thinly sliced zucchini and red bell pepper on each sweet potato. Season with the salt-free seasoning.', 'Cut each slice of swiss cheese in half and top each sweet potato with the swiss cheese. Return the potatoes to the oven for 15 more minutes.', 'Serve immediately.']",2
882,"Open-Faced Sweet Potato ""Sandwich""",10,35,"['Lunch', 'Sides']","['Low-Sodium', 'Vegetarian', 'Gluten-Free']",97,2.5,14,6,"['4 oz mini sweet peppers', '1 red onion', '2 clove garlic', '1 bunch about 6 oz kale', '4 oz grape tomatoes', '1 tbsp capers', '3 tsp olive oil', '1/4 cup water', '3/4 lbs boneless, skinless chicken thighs', '1 tsp dried oregano', '2/3 cup fregola sarda pasta', '1/4 tsp crushed red pepper flakes', '1/4 cup grated Parmesan cheese']","['Prepare the ingredients: Fill a medium pot 3/4 of the way up with salted water cover and heat to boiling on high. Wash and dry the fresh produce. Cut off and discard the stems of the peppers remove the cores, then thinly slice into rings. Halve, peel, and thinly slice the onion. Peel and roughly chop 2 cloves of garlic. Separate the kale leaves from the stems discard the stems, then roughly chop the leaves. Halve the tomatoes. Roughly chop the capers.', 'Cook the vegetables: In a medium wok nonstick, if you have one, heat 1 teaspoon of olive oil on medium-high until hot. put the sliced peppers and onion season with salt optional and pepper. Cook, stirring occasionally, 3 to 4 minutes, or until lightly browned. put the chopped garlic. Cook, stirring constantly, 30 seconds to 1 minute, or until slightly softened. put the chopped kale season with salt optional and pepper. Cook, stirring frequently, 2 to 3 minutes, or until slightly wilted. put 1/4 cup of water carefully, as it may splatter. Cook, stirring frequently, 3 to 4 minutes, or until the kale is wilted and the water has cooked off. Transfer to a bowl cover with foil to keep warm. Wipe out the wok.', 'Cook the chicken: Pat the chicken dry with paper towels season on both sides with salt optional, pepper, and half the oregano. In the same wok, heat 1 teaspoon of olive oil on medium-high until hot. put the seasoned chicken. Cook 5 to 7 minutes per side, or until browned and cooked through.* Leaving any browned bits or fond in the wok, transfer to a plate. * An instant-read thermometer should register 165F.', 'Cook the pasta: Meanwhile, place the pasta in a strainer and thoroughly rinse under water to remove any excess starch. Transfer to the pot of boiling water. Cook, uncovered, 7 to 8 minutes, or until tender. Turn off the heat. Drain thoroughly and return to the pot.', 'Make the wok sauce: In the wok of reserved fond, heat 1 teaspoon of olive oil on medium-high until hot. put the halved tomatoes season with salt and pepper. Cook, stirring frequently and pressing on the tomatoes with the back of a spoon, 1 to 2 minutes, or until slightly softened. put the chopped capers, remaining oregano, and as much of the red pepper flakes as you d like, depending on how spicy you d like the dish to be. Cook, stirring constantly, 30 seconds to 1 minute, or until combined. put 1/2 cup of water carefully, as it may splatter. Season with salt optional and pepper. Cook, stirring frequently, 2 to 3 minutes, or until the liquid is slightly reduced in volume. Turn off the heat.', 'Finish the pasta & serve your dish: To the pot of cooked pasta, put the cooked vegetables and half the cheese stir to combine. Taste, then season with salt and pepper if desired. Serve the finished pasta topped with the cooked chicken and wok sauce. Garnish with the remaining cheese. Enjoy!']",4
883,Oregano Chicken Thighs & Fregola Sarda with Tomato-Caper wok Sauce,10,40,['Dinner'],"['Low-Carb', 'Low-Sodium']",637,24,61,48,"['1 1-oz package fat-free, sugar-free instant cheesecake pudding whisk', '1/8 tsp ground nutmeg', '1 cup canned pure pumpkin', '1/2 tsp ground cinnamon', '7 gingersnap cookies', '1 cup fat-free vanilla Greek yogurt', '1 2/3 cup skim milk']","['In a medium bowl, whisk the pudding mixture and milk for 2 minutes. Let it sit for 5 minutes.', 'Stir in pumpkin, cinnamon and nutmeg. put 1/2 cup of yogurt and refrigerate for 10 minutes.', 'Pour 1/2 cup of the pudding mixture into each parfait glass. Top each with 1 heaping tablespoon of the remaining yogurt and 1 crumbled gingerbread cookie. Repeat for the remaining 6 parfaits.']",6
884,"Pumpkin Pudding Parfait with Gingerbread Cookies
",20,0,['Desserts'],"['Low-Carb', 'Low-Sodium']",97,1.5,16,0,"['2 lbs container chopped fresh or frozen peaches', '3/4 cup water', '1 1.75-ounce package pectin for less- or no-sugar-needed recipes', '1/2 cup Splenda Granulated Sweetener']","['Wash jars and lids in hot soapy water rinse with warm water.', 'Fill canning pot half full of water put jars and water to cover. Bring water to a boil, reduce heat and simmer.', 'Place lids in water to cover in a small saucewok bring water to a simmer. Simmer until ready to use.', 'Remove and drain jars and lids, one at a time, as needed for filling.', 'TO MAKE THE JAM: Peel, pit, and finely chop peaches measure exactly 3 cups fruit.', 'In a large, heavy stock pot, combine crushed peaches, water, and pectin stir until pectin dissolves. Let stand 10 minutes.', 'Bring mixture to a full rolling boil a boil that doesn t stop bubbling when stirred over high heat, stirring constantly. Boil 1 minute, stirring constantly. Remove from heat put Splenda Sweetener, stirring until sweetener dissolves. Skim off any foam.', 'TO CAN THE JAM: Ladle hot jam immediately into prepared jars, leaving  Ω Ç ù of headspace at top of jars. Wipe jar rims and threads. Cover with 2-piece lids tighten bands.', 'Place jars on rack in canning pot. Water must cover jars by at least 1 Ç ù put boiling water, if necessary. Cover bring water to a gentle boil.', 'Process for 10 minutes. Remove jars and place upright on a towel to cool completely.', 'After jars cool, check seals by pressing center of lid with finger. If lid springs back, lid is not sealed and refrigeration is necessary.', 'Store in a cool, dark place for up to 1 year. Once opened, store refrigerated and use within 2 weeks.']",1
885,Peach Jam,20,85,"['Desserts', 'Sides']","['Low-Carb', 'Low-Sodium']",7,0,2,0,"['1/4 tsp kosher salt', '1/4 cup approx. 2 lemons green lime juice', '1 egg white', '1 tsp low-salt soy sauce', '2 cloves garlic', '1/2 tsp drygana', '1/2 cup whole wheat wokko breadcrumbs', '3/4 tsp marinade seasoning', '1 nonstick olive oil spray', '4 5-oz each thin chicken milanesas']","['Heat the oven to 425F 218C. put a little cooking spray to a small baking tin. Place the baking sheet in the oven for 10 minutes to heat it before putting the milanesas on top.', 'whisk the lime juice, egg white, soy sauce, oregano and garlic in a medium bowl.', 'Place the wokko, marinade and salt on a sheet of wax paper. One by one, dip each milanesa first into the lime mixture and then into the wokko mixture, pressing them lightly so that the breadcrumbs stick.', 'Place the chicken on the baking tin. Pour a little cooking spray on them. Bake without turning, until the breading is browned and the chicken is cooked inside, about 20 minutes.']",4
886,Pollo Frito al Horno,10,40,"['Lunch', 'Dinner']",['Low-Carb'],197,3.5,9,0,"['5 large carrots', '4 large parsnips', '2 sweet potatoes', '2 tbsp olive oil', '1 tsp Kosher Salt', '2 tbsp fresh herbs', '1 Freshly ground black pepper, to taste']","['Heat the oven to 450 degrees F. In a large bowl, combine the vegetables with the oil, salt, and herbs. Toss to coat.', 'Arrange vegetables on two parchment paper-lined baking sheets. Roast until soft on the inside and browned on the outside, about 20-30 minutes. Flip the vegetables halfway through the cooking.', 'Serve warm or at room temperature.']",2
887,"Roasted Potatoes, Carrots and Parsnips",30,0,['Sides'],"['Vegetarian', 'Gluten-Free']",87,3,16,1,"['1/2 cup arborio rice or calrose rice', '1 cup Homemade Chicken Stock, low-sodium chicken stock, or water', '4 beefsteak tomatoes', '4 tbsp extra virgin olive oil, divided', '1/4 cup fresh basil', '1/4 cup minced mint', '1/8 tsp unrefined sea salt', '1/4 tsp freshly ground black pepper']","['First heat oven to 350F.', 'Place rice and chicken stock in a saucewok. Bring to boil over a high heat. Cook, stirring constantly, for 20 minutes, or until rice is tender but firm al dente. put more water, 1/4 cup at a time, if rice begins to stick to the bottom of the wok. When rice is finished cooking, set aside.', 'Meanwhile, wipe off the tomatoes, discard the stem without damaging the skin, and lay the tomatoes stem side down. Cut a round slice from the side opposite to the stem you will be using it as a lid. With a melon scoop, scrape out the flesh of the tomato, being careful not to break the skin. Reserve the pulp and the juice.', 'Chop the pulp and whisk it with the juice you can use a food processor. In a bowl, combine the pulp and juice with the rice, 3 tablespoons. olive oil, basil, mint, salt, and pepper.', 'Stuff hollow tomatoes with the rice mixture. Cover with the tomato lids and arrange in a greased baking dish, standing the stuffed tomatoes with the lid side up. Drizzle with the remaining 1 tablespoon. olive oil and bake for 20-30 minutes, or until the tomatoes are cooked through. Serve hot or at room temperature.']",7
